Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
29,Q035,P.S. 35 - QUEENS,SCA Capacity,ADDITION,Construction,In-Progress,8/6/2013,4/1/2016,,47816536,47127053,"$41,881,472.00 ",DSF: 0000752431
29,Q035,P.S. 35 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,8/6/2013,4/1/2016,,7291744,6168100,"$5,196,723.00 ",DSF: 0000752431
29,Q035,P.S. 35 - QUEENS,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIX,164632,$0.00 ,DSF: 0000776269
29,Q036,P.S. 36 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,3/2/2015,3/2/2015,3/2/2015,18750,40,$40.00 ,DSF: 0000788195
29,Q036,P.S. 36 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,3/2/2015,7/2/2015,7/22/2015,53125,159,$159.00 ,DSF: 0000788195
29,Q036,P.S. 36 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,PNS,PNS,PNS,PNS,715625,715625,"$5,159.00 ",DSF: 0000788195
29,Q036,P.S. 36 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",PNS,PNS,PNS,PNS,137500,137500,"$4,771.00 ",DSF: 0000788195
29,Q036,P.S. 36 - QUEENS,DOE- RESOA,FY15 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,150000,150000,$0.00 ,DSF: 0000800496
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION/FIRE ALARM/ELEVATOR,Scope,Complete,8/15/2013,1/3/2014,7/23/2014,101967,66968,"$66,968.00 ","DSF: 0000777242, 0000788218, 0000811529"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION/FIRE ALARM/ELEVATOR,Design,In-Progress,7/31/2014,2/5/2015,,358905,358905,"$128,481.00 ","DSF: 0000777242, 0000788218, 0000811529"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION/FIRE ALARM/ELEVATOR,Construction,PNS,PNS,PNS,PNS,6101717,6101717,"$38,889.00 ","DSF: 0000777242, 0000788218, 0000811529"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION/FIRE ALARM/ELEVATOR,"CM, F&E",PNS,PNS,PNS,PNS,587757,587757,"$35,493.00 ","DSF: 0000777242, 0000788218, 0000811529"
29,Q037,P.S. 37 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,26072,$0.00 ,DSF: 0000777140
29,Q037,CYNTHIA JENKINS SCHOOL,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,8/3/2015,8/25/2015,10/28/2015,135000,133647,"$133,647.00 ",DSF: 0000800781
29,Q038,P.S. 38 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Scope,Complete,9/10/2014,12/11/2014,11/12/2014,27360,49770,"$24,300.00 ",DSF: 0000800311
29,Q038,P.S. 38 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Design,Complete,11/12/2014,4/1/2015,3/11/2015,109440,9150,"$9,150.00 ",DSF: 0000800311
29,Q038,P.S. 38 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Construction,In-Progress,10/14/2015,10/12/2016,,2052000,1867097,"$94,236.00 ",DSF: 0000800311
29,Q038,P.S. 38 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,10/14/2015,10/12/2016,,127680,22426,"$22,426.00 ",DSF: 0000800311
29,Q052,P.S. 52 - QUEENS,SCA CIP,WATER PENETRATION,Scope,Complete,8/8/2014,12/26/2014,1/21/2015,18790,34700,"$18,537.00 ",DSF: 0000788418
29,Q052,P.S. 52 - QUEENS,SCA CIP,WATER PENETRATION,Design,Complete,2/25/2015,7/27/2015,7/31/2015,75161,570,$570.00 ,DSF: 0000788418
29,Q052,P.S. 52 - QUEENS,SCA CIP,WATER PENETRATION,Construction,PNS,PNS,PNS,PNS,1409274,1409274,"$3,173.00 ",DSF: 0000788418
29,Q052,P.S. 52 - QUEENS,SCA CIP,WATER PENETRATION,"CM, F&E",PNS,PNS,PNS,PNS,87688,87688,"$15,657.00 ",DSF: 0000788418
29,Q052,P.S. 52 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,7/6/2015,7/6/2015,7/6/2015,19725,267,$267.00 ,DSF: 0000788417
29,Q052,P.S. 52 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,7/6/2015,11/6/2015,9/9/2015,55888,1125,"$1,125.00 ",DSF: 0000788417
29,Q052,P.S. 52 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,PNS,PNS,PNS,PNS,752838,752838,"$13,604.00 ",DSF: 0000788417
29,Q052,P.S. 52 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",PNS,PNS,PNS,PNS,144650,144650,$539.00 ,DSF: 0000788417
29,Q052,P.S. 52 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Scope,Complete,7/1/2015,1/4/2016,11/25/2015,11323,22960,"$17,193.00 ",DSF: 0000821932
29,Q052,P.S. 52 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Design,In-Progress,12/14/2015,6/13/2016,,32081,32081,"$23,573.00 ",DSF: 0000821932
29,Q052,P.S. 52 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,432148,432148,$34.00 ,DSF: 0000821932
29,Q052,P.S. 52 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,83033,83033,"$1,990.00 ",DSF: 0000821932
29,Q052,P.S. 52 - QUEENS,DIIT - Project Conne,DATA/VOICE & WIRELESS NETWORK CABLE,Purch & Install,In-Progress,2/6/2009,2/1/2016,,DIIT,837633,"$837,633.00 ",DSF: 0000800163
29,Q059,I.S. 59 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,8/18/2014,8/18/2014,8/18/2014,17010,2036,"$2,036.00 ",DSF: 0000798357
29,Q059,I.S. 59 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,8/18/2014,12/18/2014,1/21/2015,48195,8283,"$8,283.00 ",DSF: 0000798357
29,Q059,I.S. 59 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,5/18/2015,5/16/2016,,649215,628411,"$589,661.00 ",DSF: 0000798357
29,Q059,I.S. 59 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,5/18/2015,5/16/2016,,124740,20695,"$20,695.00 ",DSF: 0000798357
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000822911
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,31500,31500,$0.00 ,DSF: 0000822911
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,462000,462000,$0.00 ,DSF: 0000822911
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,31500,31500,$0.00 ,DSF: 0000822911
29,Q059,I.S. 59 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,29943,$0.00 ,DSF: 0000777142
29,Q095,P.S. 95 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,8/18/2014,10/20/2014,9/5/2014,2820,6096,"$6,096.00 ",DSF: 0000799705
29,Q095,P.S. 95 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,9/5/2014,1/8/2015,5/4/2015,7990,24096,"$20,222.00 ",DSF: 0000799705
29,Q095,P.S. 95 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,6/22/2015,3/17/2016,10/30/2015,107630,105291,"$1,211.00 ",DSF: 0000799705
29,Q095,P.S. 95 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,6/22/2015,3/17/2016,10/30/2015,20680,13079,"$2,927.00 ",DSF: 0000799705
29,Q109,I.S. 109 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,8/18/2014,10/20/2014,9/5/2014,3330,6530,"$6,530.00 ",DSF: 0000799611
29,Q109,I.S. 109 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,9/5/2014,1/8/2015,5/4/2015,9435,27136,"$21,957.00 ",DSF: 0000799611
29,Q109,I.S. 109 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,6/22/2015,3/17/2016,10/30/2015,127095,199494,$491.00 ,DSF: 0000799611
29,Q109,I.S. 109 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,6/22/2015,3/17/2016,10/30/2015,24420,22771,"$9,382.00 ",DSF: 0000799611
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Scope,Complete,1/26/2015,5/11/2015,4/14/2015,0,9034,$656.00 ,DSF: 0000800481
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Design,Complete,4/14/2015,9/14/2015,6/25/2015,21000,2625,"$2,625.00 ",DSF: 0000800481
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,308000,308000,$424.00 ,DSF: 0000800481
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,21000,21000,"$4,101.00 ",DSF: 0000800481
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PART,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000822868
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PART,Design,PNS,PNS,PNS,PNS,15000,15000,$0.00 ,DSF: 0000822868
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PART,Construction,PNS,PNS,PNS,PNS,220000,220000,$0.00 ,DSF: 0000822868
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / PART,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000,$0.00 ,DSF: 0000822868
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000822819
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,11100,11100,$0.00 ,DSF: 0000822819
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,162800,162800,$0.00 ,DSF: 0000822819
29,Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,11100,11100,$0.00 ,DSF: 0000822819
29,Q109,I.S. 109 - QUEENS,DOE- RESOA,FY12 RESO A PLAYGROUND REDEVELOPMEN,Construction,Complete,8/2/2013,8/31/2015,8/31/2015,100000,565155,"$455,155.00 ",DSF: 0000731691
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXT MASONRY/ROOFS/CONCRETE ROOF DECK/PARAPETS,Scope,Complete,10/15/2013,3/5/2014,5/20/2014,142560,143781,"$140,088.00 ","DSF: 0000766746, 0000789417, 0000789420, 0000800108"
22,K240,I.S. 240 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,24424,$0.00 ,DSF: 0000776849
22,K240,I.S. 240 - BROOKLYN,DOE - Skilled Trades,PLANYC OIL CONVERSION PROJECT,Construction,In-Progress,7/17/2013,DOES,,DOES,17642,"$13,642.00 ",DSF: 0000776114
22,K251,P.S. 251 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/WINDOWS/EXT DOORS,Scope,Complete,7/22/2013,12/6/2013,11/5/2013,112422,93569,"$92,930.00 ","DSF: 0000759193, 0000759194, 0000759195, 0000781763, 0000798646"
22,K251,P.S. 251 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/WINDOWS/EXT DOORS,Design,Complete,11/15/2013,4/21/2014,2/21/2014,428032,231064,"$229,115.00 ","DSF: 0000759193, 0000759194, 0000759195, 0000781763, 0000798646"
22,K251,P.S. 251 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/WINDOWS/EXT DOORS,Construction,In-Progress,8/11/2014,11/3/2015,,7747877,7049682,"$5,989,116.00 ","DSF: 0000759193, 0000759194, 0000759195, 0000781763, 0000798646"
22,K251,P.S. 251 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/WINDOWS/EXT DOORS,"CM, F&E",In-Progress,8/11/2014,11/3/2015,,574147,385036,"$384,814.00 ","DSF: 0000759193, 0000759194, 0000759195, 0000781763, 0000798646"
22,K251,P.S. 251 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Scope,Complete,9/10/2015,9/10/2015,9/10/2015,25772,1980,"$1,980.00 ",DSF: 0000805048
22,K251,P.S. 251 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Design,Complete,9/10/2015,1/11/2016,11/23/2015,73022,7919,"$7,919.00 ",DSF: 0000805048
22,K251,P.S. 251 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Construction,PNS,PNS,PNS,PNS,983644,983644,$667.00 ,DSF: 0000805048
22,K251,P.S. 251 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,188997,188997,"$4,494.00 ",DSF: 0000805048
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000822805
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,13500,13500,$0.00 ,DSF: 0000822805
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,198000,198000,$0.00 ,DSF: 0000822805
22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,13500,13500,$0.00 ,DSF: 0000822805
22,K251,P.S. 251 - BROOKLYN,DOE- RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,Complete,5/15/2015,7/14/2015,7/14/2015,100000,100000,"$92,617.00 ",DSF: 0000800442
22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,Scope,Complete,2/6/2014,7/9/2014,5/15/2014,75223,92519,"$71,549.00 ","DSF: 0000781813, 0000781814, 0000798617, 0000798618"
22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,Design,Complete,5/16/2014,10/17/2014,11/24/2014,287071,310488,"$271,962.00 ","DSF: 0000781813, 0000781814, 0000798617, 0000798618"
22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,Construction,In-Progress,3/30/2015,9/19/2016,,5205399,4748682,"$963,689.00 ","DSF: 0000781813, 0000781814, 0000798617, 0000798618"
22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,"CM, F&E",In-Progress,3/30/2015,9/19/2016,,382631,164278,"$162,076.00 ","DSF: 0000781813, 0000781814, 0000798617, 0000798618"
22,K254,P.S. 254 - BROOKLYN,SCA CIP,ROOF REPLACEMENT ON ADDITION/VENT/ROOF ON ORIG BLD,Scope,Complete,4/29/2014,9/12/2014,8/26/2014,74400,54143,"$54,143.00 ","DSF: 0000781815, 0000781824, 0000801067"
22,K254,P.S. 254 - BROOKLYN,SCA CIP,ROOF REPLACEMENT ON ADDITION/VENT/ROOF ON ORIG BLD,Design,Complete,9/18/2014,2/24/2015,3/25/2015,232500,173669,"$135,292.00 ","DSF: 0000781815, 0000781824, 0000801067"
22,K254,P.S. 254 - BROOKLYN,SCA CIP,ROOF REPLACEMENT ON ADDITION/VENT/ROOF ON ORIG BLD,Construction,In-Progress,7/20/2015,10/11/2016,,3524700,3201796,$316.00 ,"DSF: 0000781815, 0000781824, 0000801067"
22,K254,P.S. 254 - BROOKLYN,SCA CIP,ROOF REPLACEMENT ON ADDITION/VENT/ROOF ON ORIG BLD,"CM, F&E",In-Progress,7/20/2015,10/11/2016,,496000,30425,"$30,425.00 ","DSF: 0000781815, 0000781824, 0000801067"
22,K254,P.S. 254 - BROOKLYN,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,10/31/2012,FTK,,FTK,1060658,"$1,007,445.00 ",DSF: 0000023579
22,K254,P.S. 254 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,441325,$0.00 ,DSF: 0000776859
22,K255,P.S. 255 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,10/15/2014,12/17/2014,11/14/2014,2043,6179,"$6,179.00 ",DSF: 0000799691
22,K255,P.S. 255 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,11/14/2014,3/19/2015,4/17/2015,5790,29075,"$17,069.00 ",DSF: 0000799691
22,K255,P.S. 255 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,6/29/2015,1/24/2016,9/29/2015,77992,103456,"$57,552.00 ",DSF: 0000799691
22,K255,P.S. 255 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,6/29/2015,1/24/2016,9/29/2015,14985,11319,"$10,452.00 ",DSF: 0000799691
22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,1/20/2015,4/20/2015,4/7/2015,0,7597,"$7,597.00 ",DSF: 0000800354
22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Design,PNS,PNS,PNS,PNS,13560,19024,$0.00 ,DSF: 0000800354
22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,198880,390435,"$3,405.00 ",DSF: 0000800354
22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,13560,26621,$130.00 ,DSF: 0000800354
22,K269,P.S. 269 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,11/3/2014,1/7/2015,2/18/2015,20535,6742,$742.00 ,DSF: 0000799555
22,K269,P.S. 269 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,2/18/2015,6/18/2015,4/27/2015,58183,2331,"$2,331.00 ",DSF: 0000799555
22,K269,P.S. 269 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,7/14/2015,4/8/2016,,783753,729802,"$414,392.00 ",DSF: 0000799555
22,K269,P.S. 269 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,7/14/2015,4/8/2016,,150590,29044,"$29,044.00 ",DSF: 0000799555
22,K269,P.S. 269,SCA CIP,EXTERIOR MASONRY/ ROOFS/PARAPETS,Scope,Complete,5/30/2012,10/15/2012,9/28/2012,96000,73403,"$73,403.00 ","DSF: 0000736572, 0000782061, 0000782062"
22,K269,P.S. 269,SCA CIP,EXTERIOR MASONRY/ ROOFS/PARAPETS,Design,Complete,12/9/2013,5/12/2014,4/22/2014,383997,308001,"$308,001.00 ","DSF: 0000736572, 0000782061, 0000782062"
22,K269,P.S. 269,SCA CIP,EXTERIOR MASONRY/ ROOFS/PARAPETS,Construction,In-Progress,8/11/2014,11/3/2015,,7199960,6580359,"$5,783,220.00 ","DSF: 0000736572, 0000782061, 0000782062"
22,K269,P.S. 269,SCA CIP,EXTERIOR MASONRY/ ROOFS/PARAPETS,"CM, F&E",In-Progress,8/11/2014,11/3/2015,,447997,240125,"$240,058.00 ","DSF: 0000736572, 0000782061, 0000782062"
22,K269,P.S. 269 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE ROOMS 112 AND 126,Construction,In-Progress,8/12/2015,DOES,,DOES,81962,"$81,962.00 ",DSF: 0000782066
22,K277,P.S. 277 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,252527,$0.00 ,DSF: 0000776883
22,K277,P.S. 277 GERRITSEN BEACH,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,8/13/2015,9/4/2015,10/5/2015,75000,74246,"$74,246.00 ",DSF: 0000800609
22,K278,I.S. 278 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,271236,$0.00 ,DSF: 0000776884
22,K278,I.S. 278 - BROOKLYN,DOE- RESOA,FY14 RESO A TOILETS - STUDENTS,Construction,Complete,2/4/2015,8/8/2015,8/8/2015,150000,173974,"$173,974.00 ",DSF: 0000798810
22,K286,K811 SPED - BROOKLYN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIX,164632,$0.00 ,DSF: 0000776317
22,K286,K811 SPED - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,294371,$0.00 ,DSF: 0000776889
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMEN,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMEN,Design,PNS,PNS,PNS,PNS,15000,15000,$0.00 ,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMEN,Construction,PNS,PNS,PNS,PNS,220000,220000,$0.00 ,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMEN,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000,$0.00 ,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,212059,$0.00 ,DSF: 0000776916
22,K312,P.S. 312 - BROOKLYN,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,4/22/2015,5/14/2015,8/18/2015,225000,222745,"$222,745.00 ",DSF: 0000800617
22,K312,P.S. 312 - BROOKLYN,DOE- RESOA,FY14 RESO A LOW-VOLTAGE ELECTRICAL,Construction,In-Progress,6/18/2015,DOER,,150000,70000,$0.00 ,DSF: 0000798658
22,K312,P.S. 312 - BROOKLYN,DOE - Skilled Trades,DUAL FUEL ACE PROGRAM,Construction,In-Progress,6/18/2015,DOES,,DOES,1270319,"$803,450.00 ",DSF: 0000782718
22,K312,P.S. 312 - BROOKLYN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,7/9/2015,DOES,,DOES,163782,"$60,539.00 ",DSF: 0000799863
22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,Scope,Complete,3/31/2014,8/13/2014,8/13/2014,57632,106519,"$61,129.00 ","DSF: 0000797530, 0000801049, 0000801050"
22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,Design,Complete,9/11/2014,2/17/2015,6/11/2015,206603,158559,"$150,957.00 ","DSF: 0000797530, 0000801049, 0000801050"
22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,Construction,PNS,PNS,PNS,PNS,3567016,3567016,$155.00 ,"DSF: 0000797530, 0000801049, 0000801050"
22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,"CM, F&E",PNS,PNS,PNS,PNS,323643,323643,"$14,675.00 ","DSF: 0000797530, 0000801049, 0000801050"
22,K395,P.S. 109 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,753986,$0.00 ,DSF: 0000776951
22,K405,MIDWOOD HS - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,10/14/2014,12/16/2014,12/29/2014,8774,7081,"$7,081.00 ",DSF: 0000799561
22,K405,MIDWOOD HS - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,12/29/2014,4/29/2015,4/14/2015,24858,29986,"$28,196.00 ",DSF: 0000799561
22,K405,MIDWOOD HS - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,6/15/2015,12/11/2015,11/23/2015,334855,374123,"$199,972.00 ",DSF: 0000799561
22,K405,MIDWOOD HS - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,6/15/2015,12/11/2015,11/23/2015,64339,35198,"$25,392.00 ",DSF: 0000799561
